datetime,energy_consumption,temperature,humidity,wind_speed
2023-01-03 19:00:00,2984.63,30.31,62.11,6.68
2023-01-03 20:00:00,2986.74,28.71,19.01,7.79
2023-01-03 21:00:00,2868.76,32.69,48.27,5.03
2023-01-03 22:00:00,2813.03,31.21,52.61,7.68
2023-01-03 23:00:00,2692.53,23.92,47.48,3.39
2023-01-04 00:00:00,2700.2,26.86,52.39,7.18
2023-01-04 01:00:00,2729.86,26.93,52.69,3.05
2023-01-04 02:00:00,2876.51,29.46,53.32,5.92
2023-01-04 03:00:00,2914.48,31.89,31.66,7.52
2023-01-04 04:00:00,2882.02,32.76,69.0,6.61
2023-01-04 05:00:00,2973.09,25.64,37.87,3.02
2023-01-04 06:00:00,3085.89,21.07,52.84,2.61
2023-01-04 07:00:00,3077.84,29.46,79.33,6.07
2023-01-04 08:00:00,3053.98,27.46,58.71,0.0
2023-01-04 09:00:00,3129.74,27.09,67.71,7.8
2023-01-04 10:00:00,3117.84,32.96,45.27,4.11
2023-01-04 11:00:00,3218.16,23.23,64.53,3.67
2023-01-04 12:00:00,3192.01,26.85,52.28,6.96
2023-01-04 13:00:00,3056.77,27.95,82.3,3.26
2023-01-04 14:00:00,3112.51,28.37,81.06,3.02
2023-01-04 15:00:00,3169.78,27.41,47.85,3.87
2023-01-04 16:00:00,3067.21,32.23,78.0,4.9
2023-01-04 17:00:00,3011.54,24.72,42.94,4.51
2023-01-04 18:00:00,2955.13,28.48,64.04,3.71
2023-01-04 19:00:00,3606.2462102989007,30.22,73.97,3.93
2023-01-04 20:00:00,2911.66,29.75,64.45,6.11
2023-01-04 21:00:00,2866.2,25.01,77.25,4.58
2023-01-04 22:00:00,2828.41,24.81,60.92,7.46
2023-01-04 23:00:00,2728.62,27.44,56.07,10.67
2023-01-05 00:00:00,2612.16,30.95,71.97,4.16
2023-01-05 01:00:00,2610.42,25.46,59.67,3.73
2023-01-05 02:00:00,2833.06,29.99,50.69,3.59
2023-01-05 03:00:00,2836.83,30.43,84.59,1.43
2023-01-05 04:00:00,2955.48,31.6,57.65,5.38
2023-01-05 05:00:00,2973.0,32.15,51.05,6.2
2023-01-05 06:00:00,3073.33,24.68,46.82,6.37
2023-01-05 07:00:00,3024.37,26.04,60.21,6.09
2023-01-05 08:00:00,2960.58,30.59,88.85,6.89
2023-01-05 09:00:00,3140.51,28.28,55.45,6.34
2023-01-05 10:00:00,3158.82,35.79,71.54,3.52
2023-01-05 11:00:00,3139.57,28.83,74.73,5.53
2023-01-05 12:00:00,3183.09,25.47,45.22,2.82
2023-01-05 13:00:00,3229.01,28.34,81.45,4.47
2023-01-05 14:00:00,3063.86,30.78,54.99,6.37
2023-01-05 15:00:00,3205.88,26.33,89.73,4.81
2023-01-05 16:00:00,3141.01,28.83,42.28,4.4
2023-01-05 17:00:00,3040.42,35.18,99.99,5.15
2023-01-05 18:00:00,2999.34,18.61,69.18,3.87
2023-01-05 19:00:00,2954.59,23.08,39.98,4.29
2023-01-05 20:00:00,2851.67,28.36,54.77,6.47
2023-01-05 21:00:00,2837.51,26.74,79.67,1.92
2023-01-05 22:00:00,2784.26,31.45,76.45,7.93
2023-01-05 23:00:00,2723.16,24.0,25.46,2.64
2023-01-06 00:00:00,2669.24,27.93,80.28,5.02
2023-01-06 01:00:00,2674.89,27.4,43.27,6.92
2023-01-06 02:00:00,2834.1,29.91,68.49,7.45
2023-01-06 03:00:00,2829.02,28.74,63.51,6.28
2023-01-06 04:00:00,2909.27,26.9,64.66,4.58
2023-01-06 05:00:00,2963.1,27.88,52.35,0.13
2023-01-06 06:00:00,2987.29,26.13,54.98,7.24
2023-01-06 07:00:00,3058.0,29.11,27.22,5.64
2023-01-06 08:00:00,3091.23,28.21,49.93,1.75
2023-01-06 09:00:00,3215.32,23.95,79.48,7.26
2023-01-06 10:00:00,3171.54,28.0,52.93,3.27
2023-01-06 11:00:00,3071.62,27.7,94.0,5.99
2023-01-06 12:00:00,3172.31,26.14,73.06,9.55
2023-01-06 13:00:00,3213.7,29.24,67.21,5.88
2023-01-06 14:00:00,3128.0,28.51,73.7,6.53
2023-01-06 15:00:00,3080.57,25.07,64.27,6.97
2023-01-06 16:00:00,3063.61,33.71,76.29,5.67
2023-01-06 17:00:00,3060.72,30.59,83.49,5.36
2023-01-06 18:00:00,3068.44,26.61,58.25,4.46
2023-01-06 19:00:00,3000.87,29.24,63.17,4.74
2023-01-06 20:00:00,2911.45,26.71,73.63,5.37
2023-01-06 21:00:00,2754.31,31.5,54.11,5.37
2023-01-06 22:00:00,2736.07,33.19,57.54,5.36
2023-01-06 23:00:00,2735.73,26.9,47.54,6.22
2023-01-07 00:00:00,1805.61,28.55,46.14,6.88
2023-01-07 01:00:00,2016.6,27.58,51.69,5.0
2023-01-07 02:00:00,1890.55,28.72,60.86,2.44
2023-01-07 03:00:00,1982.34,25.87,72.39,4.46
2023-01-07 04:00:00,2008.8,32.24,43.05,9.85
2023-01-07 05:00:00,2068.26,28.14,100.0,5.35
2023-01-07 06:00:00,2132.71,29.76,81.17,5.88
2023-01-07 07:00:00,2173.28,26.91,74.46,6.89
2023-01-07 08:00:00,2145.7,27.12,77.39,5.89
2023-01-07 09:00:00,2168.15,24.25,64.08,4.63
2023-01-07 10:00:00,2268.98,37.58,69.74,3.86
2023-01-07 11:00:00,2172.59,25.3,45.69,7.33
2023-01-07 12:00:00,2228.53,30.72,54.83,7.61
2023-01-07 13:00:00,2162.96,29.92,62.65,3.05
2023-01-07 14:00:00,2137.33,27.97,63.1,7.16
2023-01-07 15:00:00,2121.29,23.96,49.92,2.91
2023-01-07 16:00:00,2112.61,25.77,40.85,1.99
2023-01-07 17:00:00,2130.62,24.92,89.4,7.09
2023-01-07 18:00:00,2081.23,26.39,53.74,5.8
2023-01-07 19:00:00,2049.72,27.96,33.66,7.21
2023-01-07 20:00:00,2048.95,23.93,99.66,3.14
2023-01-07 21:00:00,1995.87,28.81,55.99,5.6
2023-01-07 22:00:00,1901.39,23.58,64.15,5.7
2023-01-07 23:00:00,1926.41,25.54,40.01,3.77
2023-01-08 00:00:00,1890.4,23.32,83.46,4.35
2023-01-08 01:00:00,1864.63,30.77,66.09,4.51
2023-01-08 02:00:00,1891.91,18.92,47.04,0.86
2023-01-08 03:00:00,1932.08,30.17,42.42,3.24
2023-01-08 04:00:00,2029.93,27.98,56.26,2.6
2023-01-08 05:00:00,2159.43,31.48,81.24,5.71
2023-01-08 06:00:00,2108.94,36.08,42.01,5.91
2023-01-08 07:00:00,2115.16,27.19,67.37,6.93
2023-01-08 08:00:00,2125.55,27.1,30.98,6.75
2023-01-08 09:00:00,2189.09,25.43,36.33,6.7
2023-01-08 10:00:00,2152.15,24.76,73.72,4.14
2023-01-08 11:00:00,2231.34,24.25,56.91,7.0
2023-01-08 12:00:00,2206.97,27.85,59.38,7.63
2023-01-08 13:00:00,2163.74,29.55,88.93,5.02
2023-01-08 14:00:00,2246.68,23.58,59.48,2.13
2023-01-08 15:00:00,2131.31,30.43,45.92,6.84
2023-01-08 16:00:00,2224.36,25.42,64.99,4.63
2023-01-08 17:00:00,2106.17,28.44,59.43,4.61
2023-01-08 18:00:00,2104.6,25.88,70.77,7.43
2023-01-08 19:00:00,2094.26,31.7,63.91,3.82
2023-01-08 20:00:00,2084.65,26.25,44.54,8.78
2023-01-08 21:00:00,1957.19,28.9,95.33,8.41
2023-01-08 22:00:00,1905.24,21.52,51.37,9.25
2023-01-08 23:00:00,1950.65,20.49,64.38,3.71
2023-01-09 00:00:00,2628.18,29.04,69.09,6.43
2023-01-09 01:00:00,2619.36,21.36,67.44,5.96
2023-01-09 02:00:00,2830.85,27.21,33.56,2.99
2023-01-09 03:00:00,2865.15,32.89,52.23,4.88
2023-01-09 04:00:00,2878.04,25.57,66.32,2.76
2023-01-09 05:00:00,2951.4,26.64,58.42,4.07
2023-01-09 06:00:00,2994.89,32.25,64.86,6.34
2023-01-09 07:00:00,3050.77,26.21,40.04,5.14
2023-01-09 08:00:00,3046.18,27.02,67.53,2.45
2023-01-09 09:00:00,3084.36,30.35,50.78,1.46
2023-01-09 10:00:00,3235.03,28.15,53.89,5.29
2023-01-09 11:00:00,3194.51,24.19,37.32,5.39
2023-01-09 12:00:00,3091.54,29.12,54.47,7.26
2023-01-09 13:00:00,3211.7,28.12,75.54,7.15
2023-01-09 14:00:00,3073.55,28.57,62.42,3.83
2023-01-09 15:00:00,3153.18,27.73,71.49,4.75
2023-01-09 16:00:00,3169.11,24.95,46.51,6.75
2023-01-09 17:00:00,3087.62,29.71,69.42,5.77
2023-01-09 18:00:00,2909.07,32.12,75.34,3.77
2023-01-09 19:00:00,2879.31,24.86,76.52,6.35
2023-01-09 20:00:00,2864.34,32.73,66.92,4.61
2023-01-09 21:00:00,2874.14,30.59,57.91,3.5
2023-01-09 22:00:00,2778.5,24.86,71.18,7.14
2023-01-09 23:00:00,2735.31,30.13,76.83,6.26
2023-01-10 00:00:00,2576.5,26.09,43.17,2.33
2023-01-10 01:00:00,2731.84,34.17,91.29,6.16
2023-01-10 02:00:00,2850.65,27.39,81.92,5.72
2023-01-10 03:00:00,2831.58,27.81,84.86,3.3
2023-01-10 04:00:00,2920.58,35.34,31.15,3.42
2023-01-10 05:00:00,2997.34,32.29,48.17,5.07
2023-01-10 06:00:00,2984.82,20.93,74.57,5.12
2023-01-10 07:00:00,3051.97,22.57,65.78,1.56
2023-01-10 08:00:00,3098.32,32.41,64.06,3.23
2023-01-10 09:00:00,3083.0,26.1,40.42,6.14
2023-01-10 10:00:00,3205.03,22.12,59.82,2.09
2023-01-10 11:00:00,3089.82,23.3,53.59,3.75
2023-01-10 12:00:00,3196.82,28.1,67.65,8.63
2023-01-10 13:00:00,3169.95,29.53,65.05,2.77
2023-01-10 14:00:00,3228.91,35.81,72.57,2.97
2023-01-10 15:00:00,3146.07,27.65,54.88,2.57
2023-01-10 16:00:00,3040.87,26.07,79.59,3.93
2023-01-10 17:00:00,3062.68,32.4,56.77,0.87
2023-01-10 18:00:00,2952.16,28.06,50.54,6.37
2023-01-10 19:00:00,3006.13,28.99,69.18,7.54
2023-01-10 20:00:00,2961.54,20.43,49.54,6.93
2023-01-10 21:00:00,2862.91,27.16,56.17,5.99
2023-01-10 22:00:00,2808.28,26.29,81.98,6.2
2023-01-10 23:00:00,2690.38,29.41,56.69,5.42
2023-01-11 00:00:00,2602.62,25.84,53.55,3.21
2023-01-11 01:00:00,2682.69,24.53,48.16,4.97
2023-01-11 02:00:00,2702.91,27.13,69.56,1.88
2023-01-11 03:00:00,2841.67,22.14,52.52,1.83
2023-01-11 04:00:00,2927.56,26.2,63.0,4.93
2023-01-11 05:00:00,2977.38,24.22,69.23,6.48
2023-01-11 06:00:00,3027.86,31.75,68.66,1.31
2023-01-11 07:00:00,3087.61,30.58,58.17,4.55
2023-01-11 08:00:00,3032.23,29.85,46.76,4.25
2023-01-11 09:00:00,3111.04,26.97,49.08,4.29
2023-01-11 10:00:00,3054.92,24.82,88.28,5.71
2023-01-11 11:00:00,3160.82,32.83,73.45,4.94
2023-01-11 12:00:00,3208.81,27.43,50.7,8.08
2023-01-11 13:00:00,3126.08,27.07,56.67,5.81
2023-01-11 14:00:00,3191.48,32.04,54.39,6.14
2023-01-11 15:00:00,3096.1,25.47,46.35,1.75
2023-01-11 16:00:00,3180.81,23.5,73.08,4.85
2023-01-11 17:00:00,3109.23,31.24,51.36,1.25
2023-01-11 18:00:00,3006.18,23.25,72.8,4.74
2023-01-11 19:00:00,2925.35,25.9,78.83,6.26
2023-01-11 20:00:00,2850.36,24.93,56.03,0.01
2023-01-11 21:00:00,2907.46,28.2,44.76,8.11
2023-01-11 22:00:00,2792.72,27.13,43.41,4.8
2023-01-11 23:00:00,2641.86,28.92,61.06,5.55
2023-01-12 00:00:00,2596.5,23.77,50.53,3.55
2023-01-12 01:00:00,2659.45,27.69,68.04,3.69
2023-01-12 02:00:00,2786.12,31.87,69.98,3.9
2023-01-12 03:00:00,2944.76,23.66,68.18,4.09
2023-01-12 04:00:00,2958.31,29.09,58.88,4.46
2023-01-12 05:00:00,2996.16,30.01,65.59,5.47
2023-01-12 06:00:00,2967.4,28.11,54.22,4.82
2023-01-12 07:00:00,3054.28,29.49,52.79,3.19
2023-01-12 08:00:00,3109.42,28.91,57.17,1.87
2023-01-12 09:00:00,3160.6,25.33,74.15,5.94
2023-01-12 10:00:00,3147.36,28.98,79.69,8.3
2023-01-12 11:00:00,3204.16,29.35,56.95,6.13
2023-01-12 12:00:00,3159.06,32.93,41.31,6.27
2023-01-12 13:00:00,3138.16,29.8,68.75,2.4
2023-01-12 14:00:00,3145.82,30.12,68.06,5.51
2023-01-12 15:00:00,3039.13,26.59,71.0,3.07
2023-01-12 16:00:00,2982.85,26.85,66.01,5.55
2023-01-12 17:00:00,3092.34,29.89,85.57,5.89
2023-01-12 18:00:00,2985.28,30.17,44.63,5.1
2023-01-12 19:00:00,2970.38,25.51,55.37,3.75
2023-01-12 20:00:00,2875.6,30.31,59.36,8.96
2023-01-12 21:00:00,2861.49,27.65,36.28,2.18
2023-01-12 22:00:00,2786.64,27.71,79.62,5.17
2023-01-12 23:00:00,2746.98,24.06,52.66,3.27
2023-01-13 00:00:00,2578.83,25.68,62.63,4.11
2023-01-13 01:00:00,2760.4,22.71,72.76,4.77
2023-01-13 02:00:00,2662.44,27.53,60.61,2.32
2023-01-13 03:00:00,2918.04,25.07,44.88,5.75
2023-01-13 04:00:00,2905.81,32.97,70.62,6.88
2023-01-13 05:00:00,2874.75,23.93,69.38,5.44
2023-01-13 06:00:00,3018.39,28.74,56.12,5.01
2023-01-13 07:00:00,3016.76,31.5,69.62,5.62
2023-01-13 08:00:00,3101.18,25.86,62.28,3.52
2023-01-13 09:00:00,3162.26,25.5,61.96,8.76
2023-01-13 10:00:00,3123.34,24.44,66.47,3.75
2023-01-13 11:00:00,3110.44,31.5,73.11,8.73
2023-01-13 12:00:00,3169.08,22.78,47.01,1.98
2023-01-13 13:00:00,3161.39,27.17,63.87,5.48
2023-01-13 14:00:00,3061.95,24.16,49.43,3.14
2023-01-13 15:00:00,3112.06,25.74,73.13,4.95
2023-01-13 16:00:00,3117.36,30.73,82.08,6.89
2023-01-13 17:00:00,3117.48,26.98,47.93,3.66
2023-01-13 18:00:00,3024.67,17.34,56.75,8.09
2023-01-13 19:00:00,2953.24,30.76,83.67,4.96
2023-01-13 20:00:00,2869.95,28.52,73.58,3.71
2023-01-13 21:00:00,2828.62,28.0,53.17,4.66
2023-01-13 22:00:00,2786.74,25.59,64.08,5.6
2023-01-13 23:00:00,2779.72,32.49,70.55,7.86
2023-01-14 00:00:00,1827.64,28.31,41.85,5.1
2023-01-14 01:00:00,1913.03,27.76,64.25,5.61
2023-01-14 02:00:00,1911.97,30.95,56.94,9.02
2023-01-14 03:00:00,1898.57,31.98,60.2,6.44
2023-01-14 04:00:00,1952.95,24.81,33.08,2.08
2023-01-14 05:00:00,2143.56,32.72,85.71,4.12
2023-01-14 06:00:00,2092.15,22.57,59.14,5.71
2023-01-14 07:00:00,2218.42,26.72,60.83,4.99
2023-01-14 08:00:00,2163.71,29.72,65.3,1.5
2023-01-14 09:00:00,2217.63,29.0,50.49,5.24
2023-01-14 10:00:00,2163.76,24.04,64.69,3.86
2023-01-14 11:00:00,2149.11,22.1,42.02,3.33
2023-01-14 12:00:00,2239.98,24.9,61.42,4.9
2023-01-14 13:00:00,2284.01,28.61,59.95,7.0
2023-01-14 14:00:00,2336.78,27.3,53.14,3.87
2023-01-14 15:00:00,2220.76,28.4,63.19,3.69
2023-01-14 16:00:00,2061.73,29.37,39.47,4.45
2023-01-14 17:00:00,2174.61,27.07,58.24,3.92
2023-01-14 18:00:00,2107.8,29.44,55.77,5.24
2023-01-14 19:00:00,2053.33,28.35,66.78,4.82
2023-01-14 20:00:00,2722.6201024231787,26.97,73.53,2.91
2023-01-14 21:00:00,1980.52,24.23,63.97,5.57
2023-01-14 22:00:00,1959.78,27.09,72.73,8.34
2023-01-14 23:00:00,1915.93,25.21,57.89,3.65
2023-01-15 00:00:00,1821.03,26.01,44.31,5.57
2023-01-15 01:00:00,1915.94,28.15,71.48,1.31
2023-01-15 02:00:00,1999.75,25.67,65.66,8.69
2023-01-15 03:00:00,2005.65,32.1,58.7,5.94
2023-01-15 04:00:00,2091.85,29.26,51.05,6.82
2023-01-15 05:00:00,2072.76,22.08,49.19,7.1
2023-01-15 06:00:00,2162.72,29.78,58.43,5.01
2023-01-15 07:00:00,2108.95,26.02,78.36,5.8
2023-01-15 08:00:00,2118.04,31.31,68.48,3.2
2023-01-15 09:00:00,1761.9201733190619,26.35,47.66,2.69
2023-01-15 10:00:00,2188.64,23.54,75.04,5.4
2023-01-15 11:00:00,2187.28,25.38,80.13,6.57
2023-01-15 12:00:00,2251.97,28.07,43.2,1.55
2023-01-15 13:00:00,2190.72,31.15,65.37,2.35
2023-01-15 14:00:00,2137.65,24.91,76.9,5.54
2023-01-15 15:00:00,2205.38,28.29,63.75,5.98
2023-01-15 16:00:00,2193.91,26.88,64.65,6.11
2023-01-15 17:00:00,2121.48,26.25,55.95,0.92
2023-01-15 18:00:00,2099.51,22.58,39.07,6.32
2023-01-15 19:00:00,2010.8,28.52,51.7,3.94
2023-01-15 20:00:00,2026.27,30.19,44.83,5.02
2023-01-15 21:00:00,1978.19,28.4,73.37,3.43
2023-01-15 22:00:00,1957.21,26.96,56.84,4.19
2023-01-15 23:00:00,1906.95,27.91,41.06,4.59
2023-01-16 00:00:00,2671.65,27.44,60.15,11.73
2023-01-16 01:00:00,2789.95,31.95,57.45,2.63
2023-01-16 02:00:00,2787.26,27.31,45.34,5.26
2023-01-16 03:00:00,2826.94,31.49,53.02,4.34
2023-01-16 04:00:00,2910.49,27.72,67.3,6.29
2023-01-16 05:00:00,2919.6,22.22,54.67,3.57
2023-01-16 06:00:00,3039.52,26.75,61.62,6.97
2023-01-16 07:00:00,3098.83,25.97,45.39,3.18
2023-01-16 08:00:00,3091.62,24.64,54.7,4.95
2023-01-16 09:00:00,3058.15,30.64,62.99,7.19
2023-01-16 10:00:00,3110.0,26.74,66.23,8.08
2023-01-16 11:00:00,3175.56,27.01,30.23,5.37
2023-01-16 12:00:00,3098.37,29.08,43.53,7.79
2023-01-16 13:00:00,3129.61,26.72,50.81,7.47
2023-01-16 14:00:00,3147.26,26.89,45.55,3.3
2023-01-16 15:00:00,3155.59,22.76,61.68,11.0
2023-01-16 16:00:00,3051.4,29.26,59.33,2.97
2023-01-16 17:00:00,3115.38,31.16,56.96,3.0
2023-01-16 18:00:00,2965.78,25.28,66.41,1.91
2023-01-16 19:00:00,3012.0,30.73,45.53,4.52
2023-01-16 20:00:00,2919.9,25.89,61.92,4.07
2023-01-16 21:00:00,2867.99,28.78,39.14,3.4
2023-01-16 22:00:00,2733.95,27.85,98.66,0.39
2023-01-16 23:00:00,2688.45,28.37,69.95,1.34
2023-01-17 00:00:00,2741.62,27.3,45.5,6.8
2023-01-17 01:00:00,2634.68,32.95,65.43,3.92
2023-01-17 02:00:00,2721.43,32.15,67.22,7.4
2023-01-17 03:00:00,2862.65,28.47,37.91,5.71
2023-01-17 04:00:00,2884.04,25.54,69.3,5.72
2023-01-17 05:00:00,2970.96,33.06,31.19,5.88
2023-01-17 06:00:00,3069.75,33.06,66.83,7.13
2023-01-17 07:00:00,2968.75,21.92,65.17,5.88
2023-01-17 08:00:00,3087.3,28.52,56.83,4.84
2023-01-17 09:00:00,3045.25,29.95,64.93,6.92
2023-01-17 10:00:00,3135.37,28.8,58.3,2.16
2023-01-17 11:00:00,3229.51,24.05,90.12,5.86
2023-01-17 12:00:00,3176.16,28.13,56.09,2.95
2023-01-17 13:00:00,3204.4,23.33,77.34,5.91
2023-01-17 14:00:00,3107.85,25.48,60.06,4.01
2023-01-17 15:00:00,3137.33,26.41,55.81,7.21
2023-01-17 16:00:00,3095.18,27.1,60.52,4.84
2023-01-17 17:00:00,3029.42,28.27,48.94,6.27
2023-01-17 18:00:00,2883.92,23.6,69.81,3.46
2023-01-17 19:00:00,2945.52,29.57,48.01,6.19
2023-01-17 20:00:00,2860.04,24.06,82.89,3.87
2023-01-17 21:00:00,2856.75,31.83,73.09,4.88
2023-01-17 22:00:00,2805.49,31.36,54.06,1.8
2023-01-17 23:00:00,2672.32,27.53,45.32,8.72
2023-01-18 00:00:00,2674.15,26.69,72.54,7.45
2023-01-18 01:00:00,2671.16,31.05,46.5,7.69
2023-01-18 02:00:00,2789.6,29.22,75.49,6.88
2023-01-18 03:00:00,2821.45,23.47,58.85,3.32
2023-01-18 04:00:00,2888.54,25.1,92.2,2.86
2023-01-18 05:00:00,2960.0,26.09,32.16,6.48
2023-01-18 06:00:00,2953.58,23.9,58.46,5.69
2023-01-18 07:00:00,3004.7,29.32,46.28,1.5
2023-01-18 08:00:00,3001.92,26.61,52.34,5.32
2023-01-18 09:00:00,3075.71,33.55,54.86,5.13
2023-01-18 10:00:00,3064.39,27.96,76.91,3.84
2023-01-18 11:00:00,3125.73,29.33,64.16,6.38
2023-01-18 12:00:00,3181.5,29.16,60.48,4.57
2023-01-18 13:00:00,3185.14,27.65,87.11,1.2
2023-01-18 14:00:00,3063.95,33.72,43.15,5.13
2023-01-18 15:00:00,3014.12,27.54,65.31,0.06
2023-01-18 16:00:00,3056.42,22.8,58.42,4.49
2023-01-18 17:00:00,3175.41,27.08,63.55,8.09
2023-01-18 18:00:00,2958.75,24.99,66.95,3.8
2023-01-18 19:00:00,2959.47,24.38,42.0,1.73
2023-01-18 20:00:00,2965.26,21.92,49.77,6.05
2023-01-18 21:00:00,2779.26,28.15,75.21,2.81
2023-01-18 22:00:00,2746.58,28.76,54.36,6.28
2023-01-18 23:00:00,2723.75,25.57,70.24,5.39
2023-01-19 00:00:00,2562.88,29.44,48.79,5.06
2023-01-19 01:00:00,2613.12,22.79,35.46,5.93
2023-01-19 02:00:00,2726.45,25.99,75.33,6.07
2023-01-19 03:00:00,2908.8,21.16,51.93,5.43
2023-01-19 04:00:00,2844.4,34.03,45.13,11.4
2023-01-19 05:00:00,2950.68,30.09,62.89,4.19
2023-01-19 06:00:00,3075.95,28.68,41.81,7.75
2023-01-19 07:00:00,3047.24,27.52,48.95,4.7
2023-01-19 08:00:00,3111.73,28.07,34.06,6.49
2023-01-19 09:00:00,3111.63,30.79,34.89,2.9
2023-01-19 10:00:00,3084.28,28.67,59.69,5.85
2023-01-19 11:00:00,3186.93,24.27,40.53,8.38
2023-01-19 12:00:00,3076.43,31.81,63.28,6.64
2023-01-19 13:00:00,3082.65,24.88,60.94,5.7
2023-01-19 14:00:00,3102.35,27.29,68.14,6.37
2023-01-19 15:00:00,3063.6,25.76,58.98,4.68
2023-01-19 16:00:00,3102.05,24.92,75.5,9.05
2023-01-19 17:00:00,3098.29,29.47,58.73,3.97
2023-01-19 18:00:00,3057.08,30.11,74.41,7.69
2023-01-19 19:00:00,2900.11,23.05,57.02,5.23
2023-01-19 20:00:00,2868.02,30.94,53.89,5.89
2023-01-19 21:00:00,2807.21,25.93,77.99,4.64
2023-01-19 22:00:00,2733.29,32.45,59.37,6.02
2023-01-19 23:00:00,2838.7,30.36,49.61,3.51
2023-01-20 00:00:00,2599.92,27.12,65.99,7.7
2023-01-20 01:00:00,2850.08,31.26,51.21,1.25
2023-01-20 02:00:00,2800.51,27.85,68.89,5.14
2023-01-20 03:00:00,2807.93,25.43,63.67,3.72
2023-01-20 04:00:00,2874.46,19.31,71.04,6.72
2023-01-20 05:00:00,3040.3,22.35,65.18,4.89
2023-01-20 06:00:00,2902.08,33.63,44.33,4.3
2023-01-20 07:00:00,2971.42,32.7,63.43,10.19
