datetime,energy_consumption,temperature,humidity,wind_speed,is_holiday
2023-01-07 11:00:00,3403.02,11.3,66.05,7.6,0
2023-01-07 12:00:00,3625.69,12.0,58.77,6.65,0
2023-01-07 13:00:00,3773.53,12.89,86.24,3.79,0
2023-01-07 14:00:00,3409.23,10.44,82.63,11.07,0
2023-01-07 15:00:00,3627.37,13.21,77.71,6.14,0
2023-01-07 16:00:00,3382.37,16.22,61.43,3.18,0
2023-01-07 17:00:00,3455.23,11.29,68.08,4.06,0
2023-01-07 18:00:00,3058.75,11.63,74.37,7.88,0
2023-01-07 19:00:00,2460.78,17.42,73.99,5.2,0
2023-01-07 20:00:00,2843.3,13.22,48.03,4.93,0
2023-01-07 21:00:00,2686.17,12.98,65.28,8.74,0
2023-01-07 22:00:00,2812.19,14.35,73.55,10.46,0
2023-01-07 23:00:00,3052.51,14.03,64.72,10.22,0
2023-01-08 00:00:00,2701.24,11.83,74.8,6.24,0
2023-01-08 01:00:00,3246.86,11.42,74.03,4.86,0
2023-01-08 02:00:00,2740.3,13.48,34.77,8.12,0
2023-01-08 03:00:00,2564.6,15.63,71.16,1.99,0
2023-01-08 04:00:00,2657.85,14.9,85.64,5.71,0
2023-01-08 05:00:00,2787.29,13.2,70.85,8.17,0
2023-01-08 06:00:00,3005.37,11.48,86.86,8.76,0
2023-01-08 07:00:00,3094.73,15.36,58.77,8.85,0
2023-01-08 08:00:00,3534.67,12.58,66.77,5.61,0
2023-01-08 09:00:00,3709.47,14.03,55.43,5.63,0
2023-01-08 10:00:00,3632.05,12.35,62.47,2.56,0
2023-01-08 11:00:00,3725.26,14.86,76.07,10.12,0
2023-01-08 12:00:00,3729.66,16.03,78.16,5.93,0
2023-01-08 13:00:00,3881.38,11.98,64.77,4.02,0
2023-01-08 14:00:00,3652.17,14.01,56.8,5.23,0
2023-01-08 15:00:00,3343.79,12.62,64.3,2.3,0
2023-01-08 16:00:00,3599.81,10.0,81.4,6.91,0
2023-01-08 17:00:00,3195.76,14.21,58.44,6.0,0
2023-01-08 18:00:00,3169.51,11.53,61.21,6.2,0
2023-01-08 19:00:00,2859.02,10.85,56.09,2.7,0
2023-01-08 20:00:00,2612.77,14.18,76.13,6.76,0
2023-01-08 21:00:00,2568.02,13.76,82.5,5.65,0
2023-01-08 22:00:00,3044.65,11.34,67.64,9.43,0
2023-01-08 23:00:00,2855.86,12.33,77.63,4.41,0
2023-01-09 00:00:00,4596.31,12.21,74.62,4.09,0
2023-01-09 01:00:00,4581.51,11.86,78.12,5.09,0
2023-01-09 02:00:00,4434.83,14.4,71.54,8.19,0
2023-01-09 03:00:00,4543.96,12.81,71.64,0.74,0
2023-01-09 04:00:00,4512.46,13.96,72.44,6.43,0
2023-01-09 05:00:00,4516.45,10.88,70.89,4.85,0
2023-01-09 06:00:00,5015.43,13.6,72.57,6.37,0
2023-01-09 07:00:00,5444.05,8.7,63.45,4.35,0
2023-01-09 08:00:00,5232.88,14.96,66.28,4.41,0
2023-01-09 09:00:00,5299.18,15.49,70.54,6.09,0
2023-01-09 10:00:00,7033.97,12.07,73.99,2.15,0
2023-01-09 11:00:00,5915.88,14.91,79.17,7.53,0
2023-01-09 12:00:00,6748.53,12.51,81.46,5.65,0
2023-01-09 13:00:00,5898.24,11.74,61.88,4.03,0
2023-01-09 14:00:00,6100.37,12.86,77.7,7.82,0
2023-01-09 15:00:00,5821.32,12.81,74.14,9.01,0
2023-01-09 16:00:00,5330.7,11.9,80.43,7.33,0
2023-01-09 17:00:00,5534.66,13.24,71.29,8.34,0
2023-01-09 18:00:00,5178.69,12.7,54.95,6.24,0
2023-01-09 19:00:00,4431.07,10.89,69.36,6.16,0
2023-01-09 20:00:00,4070.72,10.01,76.23,7.8,0
2023-01-09 21:00:00,4655.2,15.21,82.08,5.0,0
2023-01-09 22:00:00,4577.78,10.16,83.04,10.85,0
2023-01-09 23:00:00,4596.17,11.96,83.41,5.4,0
2023-01-10 00:00:00,4569.47,12.17,80.49,6.92,0
2023-01-10 01:00:00,4476.0,12.93,66.18,6.78,0
2023-01-10 02:00:00,4160.66,17.1,76.26,8.64,0
2023-01-10 03:00:00,4911.9,10.59,54.66,3.07,0
2023-01-10 04:00:00,4469.98,16.73,77.07,6.31,0
2023-01-10 05:00:00,4673.83,10.63,81.49,3.36,0
2023-01-10 06:00:00,5071.46,11.58,60.42,3.95,0
2023-01-10 07:00:00,5144.44,13.82,82.64,4.72,0
2023-01-10 08:00:00,5801.73,15.4,96.99,5.8,0
2023-01-10 09:00:00,5612.8,11.62,64.93,2.91,0
2023-01-10 10:00:00,5880.43,12.86,68.76,6.95,0
2023-01-10 11:00:00,6226.81,13.31,69.7,2.45,0
2023-01-10 12:00:00,5947.1,13.67,75.16,8.98,0
2023-01-10 13:00:00,6202.98,9.63,64.32,6.57,0
2023-01-10 14:00:00,5874.53,12.26,63.78,8.94,0
2023-01-10 15:00:00,5364.5,12.51,91.31,7.58,0
2023-01-10 16:00:00,5333.43,14.37,80.9,10.0,0
2023-01-10 17:00:00,4826.63,13.57,62.91,2.21,0
2023-01-10 18:00:00,5400.13,9.4,72.86,13.66,0
2023-01-10 19:00:00,4841.03,9.32,89.89,6.45,0
2023-01-10 20:00:00,4505.59,12.74,64.5,5.0,0
2023-01-10 21:00:00,4750.68,9.6,77.21,5.12,0
2023-01-10 22:00:00,4955.88,7.97,90.33,4.0,0
2023-01-10 23:00:00,4494.48,9.88,82.84,6.34,0
2023-01-11 00:00:00,4523.29,11.62,53.44,4.77,0
2023-01-11 01:00:00,5200.28,12.77,53.81,6.71,0
2023-01-11 02:00:00,4524.81,15.72,84.37,7.62,0
2023-01-11 03:00:00,4751.52,14.11,64.97,7.52,0
2023-01-11 04:00:00,4610.33,11.73,75.11,6.24,0
2023-01-11 05:00:00,4790.55,13.66,73.77,3.95,0
2023-01-11 06:00:00,4887.18,12.82,59.54,8.53,0
2023-01-11 07:00:00,5823.36,12.9,70.65,8.56,0
2023-01-11 08:00:00,6114.63,12.67,67.35,5.18,0
2023-01-11 09:00:00,5758.59,14.31,81.7,6.84,0
2023-01-11 10:00:00,6116.78,14.82,85.11,4.55,0
2023-01-11 11:00:00,5921.57,12.7,76.98,6.06,0
2023-01-11 12:00:00,6370.92,12.42,61.02,9.62,0
2023-01-11 13:00:00,5887.2,11.41,81.11,2.82,0
2023-01-11 14:00:00,5824.36,11.87,59.95,5.84,0
2023-01-11 15:00:00,6047.42,11.72,68.94,3.34,0
2023-01-11 16:00:00,6137.4,9.98,55.57,5.83,0
2023-01-11 17:00:00,5419.42,13.59,60.23,3.21,0
2023-01-11 18:00:00,5186.71,9.91,68.99,7.04,0
2023-01-11 19:00:00,4716.56,14.78,66.25,4.11,0
2023-01-11 20:00:00,4849.58,12.54,72.98,9.63,0
2023-01-11 21:00:00,4521.54,12.47,74.17,8.49,0
2023-01-11 22:00:00,4989.14,10.88,47.49,8.01,0
2023-01-11 23:00:00,4937.43,9.68,54.34,7.02,0
2023-01-12 00:00:00,4609.53,14.53,72.46,10.07,0
2023-01-12 01:00:00,4411.68,11.78,67.73,4.65,0
2023-01-12 02:00:00,4431.87,13.0,64.43,5.32,0
2023-01-12 03:00:00,4838.17,12.39,62.79,7.29,0
2023-01-12 04:00:00,4696.97,10.98,52.81,6.28,0
2023-01-12 05:00:00,4687.43,11.14,69.06,8.19,0
2023-01-12 06:00:00,5358.83,10.53,51.45,5.93,0
2023-01-12 07:00:00,5205.07,13.02,79.86,4.74,0
2023-01-12 08:00:00,6007.86,13.38,71.01,5.55,0
2023-01-12 09:00:00,5962.16,12.82,64.77,8.86,0
2023-01-12 10:00:00,6165.9,8.61,63.73,5.43,0
2023-01-12 11:00:00,6624.69,13.5,59.55,8.59,0
2023-01-12 12:00:00,6110.44,9.58,67.1,8.54,0
2023-01-12 13:00:00,5600.19,12.33,58.74,10.47,0
2023-01-12 14:00:00,6138.93,13.58,83.0,3.69,0
2023-01-12 15:00:00,5678.02,12.15,68.23,5.61,0
2023-01-12 16:00:00,5669.67,11.04,71.48,6.73,0
2023-01-12 17:00:00,5600.83,10.24,74.13,6.9,0
2023-01-12 18:00:00,5539.88,10.22,66.05,9.19,0
2023-01-12 19:00:00,4761.9,15.47,71.69,6.16,0
2023-01-12 20:00:00,4273.55,12.26,54.81,7.52,0
2023-01-12 21:00:00,4747.03,13.09,59.17,5.14,0
2023-01-12 22:00:00,4311.32,11.96,68.04,10.66,0
2023-01-12 23:00:00,4278.35,11.39,88.67,7.43,0
2023-01-13 00:00:00,4715.51,11.53,64.49,6.88,0
2023-01-13 01:00:00,4698.68,10.08,68.59,5.2,0
2023-01-13 02:00:00,4748.71,9.67,51.56,5.5,0
2023-01-13 03:00:00,4709.88,15.72,61.34,7.63,0
2023-01-13 04:00:00,4548.81,13.44,46.53,7.54,0
2023-01-13 05:00:00,4864.5,10.92,70.32,7.81,0
2023-01-13 06:00:00,5794.38,11.89,78.75,6.61,0
2023-01-13 07:00:00,4981.86,15.65,85.32,5.56,0
2023-01-13 08:00:00,5234.17,11.32,74.16,4.14,0
2023-01-13 09:00:00,6317.84,9.79,72.66,6.83,0
2023-01-13 10:00:00,5843.65,11.93,63.27,6.69,0
2023-01-13 11:00:00,6086.05,15.38,55.82,6.95,0
2023-01-13 12:00:00,6024.87,10.0,61.21,4.7,0
2023-01-13 13:00:00,6352.76,13.21,71.75,4.92,0
2023-01-13 14:00:00,5712.73,10.25,56.79,8.33,0
2023-01-13 15:00:00,5489.47,11.9,58.5,6.56,0
2023-01-13 16:00:00,5487.92,11.94,74.01,7.28,0
2023-01-13 17:00:00,5684.31,10.67,62.85,3.48,0
2023-01-13 18:00:00,5874.24,8.19,84.61,4.74,0
2023-01-13 19:00:00,4468.97,11.24,83.55,5.58,0
2023-01-13 20:00:00,4632.78,8.55,63.45,5.66,0
2023-01-13 21:00:00,5082.17,8.04,65.85,3.85,0
2023-01-13 22:00:00,4680.64,11.48,72.71,5.91,0
2023-01-13 23:00:00,4601.72,12.01,65.1,4.69,0
2023-01-14 00:00:00,2922.37,15.56,62.22,6.78,0
2023-01-14 01:00:00,2481.5,14.39,74.02,8.39,0
2023-01-14 02:00:00,2505.33,9.99,65.34,5.21,0
2023-01-14 03:00:00,1668.4061233303569,10.04,74.67,8.12,0
2023-01-14 04:00:00,2978.93,12.33,78.48,3.31,0
2023-01-14 05:00:00,2815.75,9.89,82.8,3.94,0
2023-01-14 06:00:00,2919.52,14.73,59.96,9.36,0
2023-01-14 07:00:00,3251.58,12.11,47.54,2.86,0
2023-01-14 08:00:00,3329.76,12.09,85.36,6.03,0
2023-01-14 09:00:00,3594.32,13.95,53.84,4.91,0
2023-01-14 10:00:00,3776.96,10.26,59.96,7.53,0
2023-01-14 11:00:00,3925.78,11.81,74.48,5.33,0
2023-01-14 12:00:00,3524.25,9.9,52.39,5.5,0
2023-01-14 13:00:00,3814.69,9.22,61.01,5.58,0
2023-01-14 14:00:00,3887.95,13.18,75.1,4.09,0
2023-01-14 15:00:00,3517.84,10.72,76.57,10.15,0
2023-01-14 16:00:00,2988.27,13.68,62.6,5.31,0
2023-01-14 17:00:00,3405.91,13.49,63.78,4.17,0
2023-01-14 18:00:00,3468.16,10.96,70.69,6.41,0
2023-01-14 19:00:00,2700.41,14.7,61.77,5.4,0
2023-01-14 20:00:00,2607.3,15.7,74.99,5.63,0
2023-01-14 21:00:00,2805.0,11.0,64.1,8.19,0
2023-01-14 22:00:00,2780.28,13.1,61.21,2.77,0
2023-01-14 23:00:00,2795.92,16.04,81.04,4.69,0
2023-01-15 00:00:00,2793.52,14.14,58.68,9.0,0
2023-01-15 01:00:00,2725.76,14.67,68.95,3.57,0
2023-01-15 02:00:00,2721.5,10.09,68.12,4.31,0
2023-01-15 03:00:00,2915.73,14.6,77.39,6.81,0
2023-01-15 04:00:00,3088.96,9.65,73.64,5.74,0
2023-01-15 05:00:00,2800.67,11.99,66.29,3.95,0
2023-01-15 06:00:00,3573.5,10.47,74.43,3.32,0
2023-01-15 07:00:00,3517.1,12.02,67.61,5.39,0
2023-01-15 08:00:00,3278.29,8.96,64.14,7.81,0
2023-01-15 09:00:00,3218.97,11.67,73.53,10.14,0
2023-01-15 10:00:00,3324.04,14.82,73.34,5.04,0
2023-01-15 11:00:00,3502.02,11.6,64.76,6.18,0
2023-01-15 12:00:00,3736.72,14.87,60.5,6.62,0
2023-01-15 13:00:00,4149.64,10.56,55.43,9.67,0
2023-01-15 14:00:00,3706.28,13.27,81.36,9.28,0
2023-01-15 15:00:00,3722.63,11.54,77.91,6.92,0
2023-01-15 16:00:00,3373.61,13.35,82.36,4.69,0
2023-01-15 17:00:00,3244.04,14.46,62.86,6.39,0
2023-01-15 18:00:00,3242.78,13.08,81.51,7.25,0
2023-01-15 19:00:00,2571.49,15.28,70.51,4.47,0
2023-01-15 20:00:00,3115.48,9.67,75.9,6.83,0
2023-01-15 21:00:00,2714.81,12.98,73.49,7.9,0
2023-01-15 22:00:00,2808.33,11.83,51.5,7.5,0
2023-01-15 23:00:00,2920.43,10.58,71.03,5.45,0
2023-01-16 00:00:00,4835.35,14.18,70.62,4.6,0
2023-01-16 01:00:00,4882.62,8.78,55.37,10.07,0
2023-01-16 02:00:00,4865.92,13.51,79.65,7.25,0
2023-01-16 03:00:00,4818.48,9.39,89.74,5.58,0
2023-01-16 04:00:00,4507.41,12.06,72.76,4.96,0
2023-01-16 05:00:00,4942.18,15.4,83.64,4.01,0
2023-01-16 06:00:00,5512.16,13.97,53.34,5.89,0
2023-01-16 07:00:00,5190.61,16.45,58.67,4.73,0
2023-01-16 08:00:00,5701.16,10.87,76.19,6.46,0
2023-01-16 09:00:00,5979.27,15.11,74.2,6.95,0
2023-01-16 10:00:00,6510.7,12.06,63.46,6.73,0
2023-01-16 11:00:00,5984.27,13.44,63.17,6.87,0
2023-01-16 12:00:00,5827.12,9.76,77.07,2.46,0
2023-01-16 13:00:00,5807.59,13.18,73.37,8.59,0
2023-01-16 14:00:00,6532.96,10.48,71.84,5.47,0
2023-01-16 15:00:00,6000.71,11.78,56.37,2.87,0
2023-01-16 16:00:00,5655.74,12.37,64.51,7.72,0
2023-01-16 17:00:00,5296.08,13.76,53.64,10.0,0
2023-01-16 18:00:00,5153.28,11.47,89.24,7.46,0
2023-01-16 19:00:00,4335.99,13.4,81.34,5.47,0
2023-01-16 20:00:00,4521.16,13.13,85.43,7.27,0
2023-01-16 21:00:00,4819.64,14.33,54.84,7.44,0
2023-01-16 22:00:00,4821.19,11.33,62.5,4.95,0
2023-01-16 23:00:00,4714.17,12.88,63.51,10.36,0
2023-01-17 00:00:00,5216.35,12.62,72.94,2.69,0
2023-01-17 01:00:00,4599.08,11.17,70.25,7.2,0
2023-01-17 02:00:00,4771.35,10.87,75.39,5.69,0
2023-01-17 03:00:00,4293.91,13.18,69.89,7.1,0
2023-01-17 04:00:00,4538.39,10.1,59.1,6.83,0
2023-01-17 05:00:00,4535.5,12.97,83.6,5.83,0
2023-01-17 06:00:00,4985.32,13.44,75.18,4.8,0
2023-01-17 07:00:00,5611.98,12.65,80.96,3.53,0
2023-01-17 08:00:00,5815.44,13.9,67.47,5.3,0
2023-01-17 09:00:00,5824.99,8.72,64.46,6.21,0
2023-01-17 10:00:00,5253.95,11.61,63.66,4.12,0
2023-01-17 11:00:00,6534.37,11.58,88.24,4.62,0
2023-01-17 12:00:00,6080.39,13.15,82.24,5.33,0
2023-01-17 13:00:00,6365.39,12.61,57.13,7.41,0
2023-01-17 14:00:00,5945.1,11.42,72.42,3.4,0
2023-01-17 15:00:00,6217.98,15.17,68.17,6.64,0
2023-01-17 16:00:00,5645.89,11.57,81.6,8.55,0
2023-01-17 17:00:00,5523.4,14.24,69.03,5.0,0
2023-01-17 18:00:00,5117.34,14.45,65.8,8.34,0
2023-01-17 19:00:00,4485.39,15.28,60.83,7.02,0
2023-01-17 20:00:00,4739.13,12.7,75.38,3.5,0
2023-01-17 21:00:00,4474.37,14.71,71.75,6.7,0
2023-01-17 22:00:00,4510.08,12.82,77.2,3.41,0
2023-01-17 23:00:00,4394.83,14.71,41.72,6.45,0
2023-01-18 00:00:00,4671.74,10.57,74.2,6.16,0
2023-01-18 01:00:00,4624.56,11.96,74.7,10.2,0
2023-01-18 02:00:00,4794.63,10.59,80.92,8.02,0
2023-01-18 03:00:00,4817.02,11.86,81.47,6.64,0
2023-01-18 04:00:00,4279.43,15.42,66.56,5.19,0
2023-01-18 05:00:00,4683.23,14.76,72.48,5.62,0
2023-01-18 06:00:00,4927.95,7.63,92.73,7.32,0
2023-01-18 07:00:00,4843.88,11.76,53.55,6.66,0
2023-01-18 08:00:00,5811.24,11.3,73.62,4.87,0
2023-01-18 09:00:00,5745.56,15.61,62.09,5.89,0
2023-01-18 10:00:00,6414.72,14.39,65.91,8.84,0
2023-01-18 11:00:00,6146.61,12.04,79.24,7.33,0
2023-01-18 12:00:00,6350.92,16.06,70.69,5.58,0
2023-01-18 13:00:00,6420.27,12.03,68.63,6.89,0
2023-01-18 14:00:00,5719.48,14.07,68.38,6.07,0
2023-01-18 15:00:00,5764.68,12.32,91.95,6.53,0
2023-01-18 16:00:00,5678.71,12.7,41.37,4.48,0
2023-01-18 17:00:00,5031.39,12.97,69.12,8.06,0
2023-01-18 18:00:00,4601.23,10.91,48.39,5.29,0
2023-01-18 19:00:00,5007.2,12.94,72.95,7.73,0
2023-01-18 20:00:00,5105.02,11.0,73.67,6.71,0
2023-01-18 21:00:00,4253.08,14.86,60.02,3.61,0
2023-01-18 22:00:00,4805.62,11.46,82.56,7.09,0
2023-01-18 23:00:00,4397.16,13.53,88.78,5.17,0
2023-01-19 00:00:00,4613.31,14.04,79.22,7.53,0
2023-01-19 01:00:00,4624.6,13.84,88.23,8.15,0
2023-01-19 02:00:00,4371.82,11.95,66.62,5.3,0
